,rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,KOI_x,KOI_short,KOI_y,FP,TEFF_V,BSNR,UTEFF_SM,UFE_V,PROV_KIC,LOGG_KIC,SIG,ULOGG_V,UMH_V,BTEFF,FE_SM,LOGG_AD,ULOGG_AD,MH_V,UVSINI_AD,TEFF_V_CORR,VSINI,DISPOSITION,TEFF_KIC,TEFF_SM,TEFF_AD,UFE_AD,KEPMAG,UTEFF_AD,FE_V_CORR,BVSINI,VSINI_AD,UFE_SM,UVSINI_V,LOGG_SM,ULOGG_SM,LOGG_V_CORR,FE_V,OBS,DECKNAME,NPL,BBINARY,NAME,FE_AD,LOGG_V,BEYE,KIC,UTEFF_V,VSINI_V,Unnamed: 0,index,name,koi,tycho2_id,fp,K_mag_2MASS,Teff_cks,Teff_err1_cks,Teff_err2_cks,logg_cks,logg_err1_cks,logg_err2_cks,feh_cks,feh_err1_cks,feh_err2_cks,vsini,vsini_err1,vsini_err2,parallax_gaia,parallax_gaia_err1,parallax_gaia_err2,AV,AV_err1,AV_err2,AV_fmt,B_mag,B_mag_err1,B_mag_err2,B_mag_fmt,H_mag,H_mag_err1,H_mag_err2,H_mag_fmt,J_mag,J_mag_err1,J_mag_err2,J_mag_fmt,K_mag,K_mag_err1,K_mag_err2,K_mag_fmt,Kepler_mag,Kepler_mag_err1,Kepler_mag_err2,Kepler_mag_fmt,mass,mass_err1,mass_err2,mass_fmt,radius,radius_err1,radius_err2,radius_fmt,Teff_iso,Teff_err1_iso,Teff_err2_iso,Teff_fmt,V_mag,V_mag_err1,V_mag_err2,V_mag_fmt,W1_mag,W1_mag_err1,W1_mag_err2,W1_mag_fmt,W2_mag,W2_mag_err1,W2_mag_err2,W2_mag_fmt,W3_mag,W3_mag_err1,W3_mag_err2,W3_mag_fmt,age,age_err1,age_err2,age_fmt,distance,distance_err1,distance_err2,distance_fmt,feh_iso,feh_err1_iso,feh_err2_iso,feh_fmt,g_mag,g_mag_err1,g_mag_err2,g_mag_fmt,i_mag,i_mag_err1,i_mag_err2,i_mag_fmt,lnprob,lnprob_err1,lnprob_err2,lnprob_fmt,logage,logage_err1,logage_err2,logage_fmt,logg_iso,logg_err1_iso,logg_err2_iso,logg_fmt,parallax_iso,parallax_iso_err1,parallax_iso_err2,parallax_iso_fmt,r_mag,r_mag_err1,r_mag_err2,r_mag_fmt,z_mag,z_mag_err1,z_mag_err2,z_mag_fmt,prad_koi,prad_iso,prad_iso_err,sinc_iso,sinc_iso_err,teq_iso,teq_iso_err,prad_fmt,sinc_fmt,teq_fmt
0,11,11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0,0,0,0,2.470613385,1.9e-08,-1.9e-08,122.7633008,6.2e-06,-6.2e-06,0.8186,0.0003,-0.0006,1.74259,0.00089,-0.00089,14186.0,46.7,-46.7,12.85,0.27,-0.27,1344.0,,,772.22,60.74,-57.15,6802.0,1.0,q1_q17_dr24_tce,5850.0,50.0,-50.0,4.455,0.025,-0.025,0.95,0.02,-0.02,286.80847,49.316399,11.338,1.01,1,1,0,5830.77,1,60.0,0.0218845,Pinsonneault,4.14,1.85006758054,0.0427281,0.00545629,1,-0.0628520753302,4.34763929411,0.0,-0.0385473,0.0,5805.15470806,0.00010232209391,CP,5982,5782.46537643,5793.81004225,0.0,11.3380002975,0.0,-0.0511463279098,1,0.00010232209391,0.04,0.0510812,4.35586708481,0.07,4.33941150341,0.00499676,rj122.742,C2,1,0,K00001,-0.05699920162,4.33259,1,-22357,31.0326,4.31489,0,1,K00001,1,TYC 3549-2811-1,0,9.846,5793.81004225,60,60,4.34763929411,0.07,0.07,-0.05699920162,0.04,0.04,0.00010232209391,1,1,4.31750619008,0.246521914508,0.246521914508,0.49,0.35,0.37,0.49_{ -0.35 }^{+0.37},12.62,0.42,0.45,12.62_{ -0.42 }^{+0.45},9.909,0.028,0.028,9.909_{ -0.028 }^{+0.028},10.277,0.058,0.059,10.277_{ -0.058 }^{+0.059},9.847,0.021,0.021,9.847_{ -0.021 }^{+0.021},11.45,0.25,0.26,11.45_{ -0.25 }^{+0.26},0.984,0.028,0.029,0.984_{ -0.028 }^{+0.029},1.07,0.076,0.088,1.070_{ -0.076 }^{+0.088},5797.0,63.0,61.0,5797_{ -63 }^{+61},11.79,0.32,0.34,11.79_{ -0.32 }^{+0.34},9.812,0.024,0.025,9.812_{ -0.024 }^{+0.025},9.832,0.028,0.028,9.832_{ -0.028 }^{+0.028},9.895,0.057,0.058,9.895_{ -0.057 }^{+0.058},6.8,2.1,1.2,6.8_{ -2.1 }^{+1.2},215.0,16.0,19.0,215_{ -16 }^{+19},-0.048,0.042,0.044,-0.048_{ -0.042 }^{+0.044},12.19,0.38,0.4,12.19_{ -0.38 }^{+0.40},11.32,0.19,0.2,11.32_{ -0.19 }^{+0.20},-15.7,1.9,1.1,-15.7_{ -1.9 }^{+1.1},9.833,0.158,0.072,9.833_{ -0.158 }^{+0.072},4.37,0.063,0.067,4.370_{ -0.063 }^{+0.067},4.66,0.38,0.37,4.66_{ -0.38 }^{+0.37},11.53,0.26,0.28,11.53_{ -0.26 }^{+0.28},11.23,0.13,0.14,11.23_{ -0.13 }^{+0.14},12.361045857,13.9296869556,1.06971176772,914.324611062,150.25167121,1391.20569488,56.9419384934,$13.9 \pm 1.1$,$914 \pm 150$,$1391 \pm 57$
1,12,10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,0,1,0,0,2.204735365,3.8e-08,-3.8e-08,121.3585723,1.43e-05,-1.43e-05,0.001,0.0111,-0.001,3.88216,0.00044,-0.00044,6690.6,1.3,-1.3,16.39,0.15,-0.14,2025.0,,,3973.7,279.95,-264.48,6714.5,1.0,q1_q17_dr24_tce,6350.0,80.0,-80.0,4.021,0.011,-0.011,1.991,0.018,-0.018,292.24728,47.969521,10.463,2.01,2,2,0,6606.98,1,60.0,0.0176166,Solar,4.438,1.86992061026,0.0424864,0.00336863,1,0.143664724227,4.06568637832,0.0,0.180457,0.0,6516.53546184,4.47624578678,CP,5780,6323.70835811,6420.12190997,0.0,10.4630002975,0.0,0.154057775579,1,4.47624578678,0.04,0.0307057,4.01511125322,0.07,4.11626150341,0.233803,rj122.92,C2,1,0,K00002,0.148861249903,4.10944,1,-15776,26.9238,6.08546,1,1,K00002,2,TYC 3547-1402-1,0,9.334,6420.12190997,60,60,4.06568637832,0.07,0.07,0.148861249903,0.04,0.04,4.47624578678,1,1,2.9901993959,0.416435388128,0.416435388128,0.49,0.35,0.36,0.49_{ -0.35 }^{+0.36},11.55,0.43,0.44,11.55_{ -0.43 }^{+0.44},9.388,0.028,0.027,9.388_{ -0.028 }^{+0.027},9.655,0.058,0.06,9.655_{ -0.058 }^{+0.060},9.335,0.022,0.021,9.335_{ -0.022 }^{+0.021},10.62,0.25,0.25,10.62_{ -0.25 }^{+0.25},1.41,0.066,0.076,1.410_{ -0.066 }^{+0.076},1.82,0.19,0.22,1.82_{ -0.19 }^{+0.22},6417.0,62.0,67.0,6417_{ -62 }^{+67},10.9,0.32,0.33,10.90_{ -0.32 }^{+0.33},9.306,0.024,0.025,9.306_{ -0.024 }^{+0.025},9.303,0.027,0.028,9.303_{ -0.027 }^{+0.028},9.392,0.057,0.059,9.392_{ -0.057 }^{+0.059},2.53,0.27,0.24,2.53_{ -0.27 }^{+0.24},306.0,33.0,37.0,306_{ -33 }^{+37},0.141,0.042,0.042,0.141_{ -0.042 }^{+0.042},11.19,0.39,0.39,11.19_{ -0.39 }^{+0.39},10.56,0.19,0.19,10.56_{ -0.19 }^{+0.19},-17.2,1.9,1.1,-17.2_{ -1.9 }^{+1.1},9.403,0.048,0.039,9.403_{ -0.048 }^{+0.039},4.069,0.075,0.078,4.069_{ -0.075 }^{+0.078},3.27,0.35,0.39,3.27_{ -0.35 }^{+0.39},10.7,0.26,0.27,10.70_{ -0.26 }^{+0.27},10.52,0.13,0.13,10.52_{ -0.13 }^{+0.13},17.7912076123,16.2566650396,1.82222029793,3644.621268,848.235335302,1965.75480343,113.86171407,$16.3 \pm 1.8$,$3645 \pm 850$,$1966 \pm 110$
2,1271,10748390,K00003.01,Kepler-3 b,CONFIRMED,CANDIDATE,0,0,0,0,4.887802706,1.77e-07,-1.77e-07,124.8131411,2.79e-05,-2.79e-05,0.026,0.0486,-0.026,2.36386,0.00113,-0.00113,4342.1,2.2,-2.2,4.84,0.19,-0.14,801.0,,,97.1,16.17,-12.29,2207.8,1.0,q1_q17_dr24_tce,4777.0,93.0,-91.0,4.59,0.011,-0.041,0.765,0.03,-0.022,297.70935,48.080853,9.174,3.01,3,3,0,4682.28,1,60.0,0.270729,Solar,4.438,1.90883731398,0.188242,0.147481,1,0.307174311662,4.6049160819,0.0,-0.155098,0.0,4656.66470806,1.34609476237,CP,5780,4888.97280982,4888.97280982,0.0,9.17399978638,0.0,-0.445911090373,1,1.34609476237,0.04,2.07152,4.6049160819,0.07,3.94918150341,-0.435173,rj122.81,C2,1,0,K00003,0.307174311662,3.94236,1,486,188.123,3.13538,2,1,K00003,3,TYC 3561-2092-1,0,7.009,4888.97280982,60,60,4.6049160819,0.07,0.07,0.307174311662,0.04,0.04,1.34609476237,1,1,,,,0.49,0.35,0.36,0.49_{ -0.35 }^{+0.36},10.98,0.42,0.45,10.98_{ -0.42 }^{+0.45},7.109,0.027,0.028,7.109_{ -0.027 }^{+0.028},7.652,0.06,0.062,7.652_{ -0.060 }^{+0.062},7.009,0.021,0.022,7.009_{ -0.021 }^{+0.022},9.25,0.25,0.26,9.25_{ -0.25 }^{+0.26},0.838,0.026,0.027,0.838_{ -0.026 }^{+0.027},0.795,0.023,0.031,0.795_{ -0.023 }^{+0.031},4889.0,67.0,65.0,4889_{ -67 }^{+65},9.76,0.32,0.34,9.76_{ -0.32 }^{+0.34},6.959,0.025,0.024,6.959_{ -0.025 }^{+0.024},7.024,0.027,0.027,7.024_{ -0.027 }^{+0.027},7.033,0.058,0.058,7.033_{ -0.058 }^{+0.058},6.2,4.4,5.5,6.2_{ -4.4 }^{+5.5},39.2,1.5,1.7,39.2_{ -1.5 }^{+1.7},0.286,0.041,0.043,0.286_{ -0.041 }^{+0.043},10.39,0.38,0.41,10.39_{ -0.38 }^{+0.41},8.96,0.19,0.2,8.96_{ -0.19 }^{+0.20},-20.7,1.8,1.1,-20.7_{ -1.8 }^{+1.1},9.79,0.54,0.28,9.79_{ -0.54 }^{+0.28},4.562,0.041,0.031,4.562_{ -0.041 }^{+0.031},25.5,1.1,1.0,25.5_{ -1.1 }^{+1.0},9.31,0.26,0.28,9.31_{ -0.26 }^{+0.28},8.78,0.13,0.14,8.78_{ -0.13 }^{+0.14},5.50697341942,5.72227747113,0.287035146873,114.642865108,13.522741069,827.852571434,24.3176321802,$5.72 \pm 0.29$,$115 \pm 14$,$828 \pm 24$
3,3303,3248033,K00006.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.334104268,7.07e-07,-7.07e-07,133.701635,0.00042,-0.00042,1.2741,0.1042,-0.2177,3.0142,0.0218,-0.0218,444.2,3.1,-3.1,50.73,13.32,-10.92,2166.0,,,5207.55,3668.21,-2267.49,192.7,1.0,q1_q17_dr24_tce,6178.0,104.0,-133.0,4.106,0.175,-0.152,1.58,0.415,-0.34,294.59955,38.366772,12.161,6.01,6,6,1,0.0,1,60.0,0.0,Pinsonneault,4.312,1.66223593873,0.0,0.0,1,-0.0265629711035,4.22699567453,0.0,0.0,0.0,0.0,11.8687396715,FP,6557,6277.9325505,6277.9325505,0.0,12.1610002518,0.0,0.0,1,0.0,0.04,0.0,4.22699567453,0.07,0.0,0.0,rj70.1247,B5,1,0,K00006,-0.0265629711035,0.0,1,-28767,0.0,0.0,3,1,K00006,6,TYC 3135-372-1,1,10.995,6277.9325505,60,60,4.22699567453,0.07,0.07,-0.0265629711035,0.04,0.04,11.8687396715,1,1,2.4308567246,0.330193636029,0.330193636029,0.49,0.35,0.37,0.49_{ -0.35 }^{+0.37},13.33,0.41,0.44,13.33_{ -0.41 }^{+0.44},11.05,0.027,0.026,11.050_{ -0.027 }^{+0.026},11.345,0.057,0.058,11.345_{ -0.057 }^{+0.058},10.995,0.021,0.022,10.995_{ -0.021 }^{+0.022},12.36,0.24,0.25,12.36_{ -0.24 }^{+0.25},1.195,0.044,0.048,1.195_{ -0.044 }^{+0.048},1.37,0.11,0.14,1.37_{ -0.11 }^{+0.14},6271.0,64.0,68.0,6271_{ -64 }^{+68},12.65,0.31,0.33,12.65_{ -0.31 }^{+0.33},10.964,0.024,0.025,10.964_{ -0.024 }^{+0.025},10.963,0.028,0.028,10.963_{ -0.028 }^{+0.028},11.049,0.057,0.057,11.049_{ -0.057 }^{+0.057},3.28,0.59,0.54,3.28_{ -0.59 }^{+0.54},489.0,42.0,50.0,489_{ -42 }^{+50},-0.022,0.042,0.04,-0.022_{ -0.042 }^{+0.040},12.96,0.37,0.39,12.96_{ -0.37 }^{+0.39},12.28,0.18,0.19,12.28_{ -0.18 }^{+0.19},-15.2,1.8,1.0,-15.2_{ -1.8 }^{+1.0},9.516,0.086,0.066,9.516_{ -0.086 }^{+0.066},4.243,0.069,0.065,4.243_{ -0.069 }^{+0.065},2.05,0.19,0.19,2.05_{ -0.19 }^{+0.19},12.44,0.26,0.27,12.44_{ -0.26 }^{+0.27},12.23,0.13,0.13,12.23_{ -0.13 }^{+0.13},3.6378768954,3.15257252812,0.287411711464,4108.5340709,782.618991969,2025.52667746,96.0886810453,$3.15 \pm 0.29$,$4109 \pm 780$,$2026 \pm 96$
4,3085,11853905,K00007.01,Kepler-4 b,CONFIRMED,CANDIDATE,0,0,0,0,3.213668628,1.122e-06,-1.122e-06,123.611934,0.00028,-0.00028,0.0189,0.1978,-0.0188,3.99355,0.00945,-0.00945,727.7,2.6,-2.6,4.14,0.11,-0.11,1507.0,,,1218.92,133.27,-122.39,328.5,1.0,q1_q17_dr24_tce,5781.0,76.0,-76.0,4.105,0.01,-0.01,1.533,0.04,-0.04,285.61533,50.13575,12.211,7.01,7,7,0,5889.55,1,60.0,0.0201876,Pinsonneault,4.34,1.62619613018,0.0360325,0.0212352,1,0.143931943819,4.10876492617,0.0,0.144872,0.0,5863.93470806,2.49367808697,CP,5961,5812.75429726,5838.34450266,0.0,12.2110004425,0.0,0.135573766695,1,2.49367808697,0.04,0.0335151,4.09264834893,0.07,4.12488150341,0.213193,rj74.509,B5,1,0,K00007,0.139752855257,4.11806,1,-8111,27.8208,4.62873,4,1,K00007,7,,0,10.805,5838.34450266,60,60,4.10876492617,0.07,0.07,0.139752855257,0.04,0.04,2.49367808697,1,1,,,,0.49,0.36,0.36,0.49_{ -0.36 }^{+0.36},13.53,0.44,0.44,13.53_{ -0.44 }^{+0.44},10.868,0.028,0.027,10.868_{ -0.028 }^{+0.027},11.219,0.06,0.062,11.219_{ -0.060 }^{+0.062},10.806,0.022,0.021,10.806_{ -0.022 }^{+0.021},12.37,0.26,0.26,12.37_{ -0.26 }^{+0.26},1.105,0.045,0.081,1.105_{ -0.045 }^{+0.081},1.51,0.14,0.17,1.51_{ -0.14 }^{+0.17},5847.0,65.0,63.0,5847_{ -65 }^{+63},12.71,0.33,0.33,12.71_{ -0.33 }^{+0.33},10.772,0.025,0.025,10.772_{ -0.025 }^{+0.025},10.79,0.027,0.027,10.790_{ -0.027 }^{+0.027},10.852,0.057,0.059,10.852_{ -0.057 }^{+0.059},6.9,1.7,1.1,6.9_{ -1.7 }^{+1.1},475.0,45.0,54.0,475_{ -45 }^{+54},0.136,0.041,0.042,0.136_{ -0.041 }^{+0.042},13.1,0.4,0.4,13.10_{ -0.40 }^{+0.40},12.24,0.19,0.2,12.24_{ -0.19 }^{+0.20},-14.7,1.8,1.1,-14.7_{ -1.8 }^{+1.1},9.837,0.123,0.062,9.837_{ -0.123 }^{+0.062},4.124,0.071,0.071,4.124_{ -0.071 }^{+0.071},2.11,0.22,0.22,2.11_{ -0.22 }^{+0.22},12.45,0.27,0.27,12.45_{ -0.27 }^{+0.27},12.16,0.14,0.13,12.16_{ -0.14 }^{+0.13},4.51772693011,4.44441242568,0.454030163182,1219.80567954,261.001197558,1495.1642591,79.8563670727,$4.44 \pm 0.45$,$1220 \pm 260$,$1495 \pm 80$
5,3453,5903312,K00008.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1.160153243,4.27e-07,-4.27e-07,121.704057,0.000369,-0.000369,0.7843,0.0178,-0.5569,1.4127,0.025,-0.025,368.7,19.3,-19.3,2.0,0.38,-0.16,1752.0,,,2229.29,1175.88,-491.07,201.0,1.0,q1_q17_dr24_tce,5842.0,112.0,-118.0,4.433,0.062,-0.156,0.985,0.187,-0.079,298.66101,41.13789,12.45,8.01,8,8,1,0.0,1,60.0,0.0,Pinsonneault,4.295,1.93163943218,0.0,0.0,1,-0.0996542570115,4.54027457099,0.0,0.0,0.0,0.0,0.00438963015871,FP,6032,5909.6721454,5909.6721454,0.0,12.4499998093,0.0,0.0,1,0.0,0.04,0.0,4.54027457099,0.07,0.0,0.0,rj70.1251,B5,1,0,K00008,-0.0996542570115,0.0,1,5072,0.0,0.0,5,1,K00008,8,,1,11.04,5909.6721454,60,60,4.54027457099,0.07,0.07,-0.0996542570115,0.04,0.04,0.00438963015871,1,1,,,,0.49,0.34,0.36,0.49_{ -0.34 }^{+0.36},13.72,0.43,0.43,13.72_{ -0.43 }^{+0.43},11.099,0.026,0.027,11.099_{ -0.026 }^{+0.027},11.454,0.056,0.059,11.454_{ -0.056 }^{+0.059},11.04,0.021,0.022,11.040_{ -0.021 }^{+0.022},12.6,0.25,0.25,12.60_{ -0.25 }^{+0.25},1.013,0.027,0.027,1.013_{ -0.027 }^{+0.027},0.959,0.036,0.053,0.959_{ -0.036 }^{+0.053},5901.0,63.0,63.0,5901_{ -63 }^{+63},12.93,0.32,0.33,12.93_{ -0.32 }^{+0.33},11.008,0.025,0.025,11.008_{ -0.025 }^{+0.025},11.023,0.028,0.027,11.023_{ -0.028 }^{+0.027},11.091,0.056,0.059,11.091_{ -0.056 }^{+0.059},2.1,1.4,1.9,2.1_{ -1.4 }^{+1.9},337.0,15.0,20.0,337_{ -15 }^{+20},-0.098,0.041,0.041,-0.098_{ -0.041 }^{+0.041},13.3,0.39,0.39,13.30_{ -0.39 }^{+0.39},12.47,0.19,0.19,12.47_{ -0.19 }^{+0.19},-16.42,1.64,0.98,-16.42_{ -1.64 }^{+0.98},9.33,0.46,0.28,9.33_{ -0.46 }^{+0.28},4.482,0.048,0.031,4.482_{ -0.048 }^{+0.031},2.97,0.17,0.14,2.97_{ -0.17 }^{+0.14},12.67,0.26,0.27,12.67_{ -0.26 }^{+0.27},12.39,0.13,0.13,12.39_{ -0.13 }^{+0.13},2.06620987975,2.01206141885,0.114143499873,2137.73333818,244.936495172,1720.30173282,49.0557377316,$2.01 \pm 0.11$,$2138 \pm 240$,$1720 \pm 49$
6,13,6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0,0,0,0,3.522498573,1.94e-07,-1.94e-07,121.1194294,4.64e-05,-4.64e-05,0.6141,0.0061,-0.0094,3.19061,0.00633,-0.00633,9379.3,6.6,-6.6,14.83,1.19,-1.32,1521.0,,,1264.67,323.37,-317.46,1801.5,1.0,q1_q17_dr24_tce,6225.0,114.0,-158.0,4.169,0.055,-0.048,1.451,0.117,-0.129,281.28812,42.45108,13.563,10.01,10,10,0,6234.15,1,60.0,0.024563,Pinsonneault,4.424,1.47284878837,0.0651129,0.0233947,1,-0.109929952312,4.19315735988,0.0,-0.196716,0.0,6143.70546184,10.3823969125,CP,6387,6242.73976337,6193.2226126,0.0,13.5629997253,0.0,-0.140481901553,1,10.3823969125,0.04,0.0857099,4.14094321635,0.07,4.24537150341,-0.094614,rj77.875,B1,1,0,K00010,-0.125205926933,4.23855,1,-24572,47.5877,10.9146,6,1,K00010,10,,0,12.293,6193.2226126,60,60,4.19315735988,0.07,0.07,-0.125205926933,0.04,0.04,10.3823969125,1,1,,,,0.5,0.35,0.36,0.50_{ -0.35 }^{+0.36},14.69,0.42,0.44,14.69_{ -0.42 }^{+0.44},12.347,0.027,0.027,12.347_{ -0.027 }^{+0.027},12.656,0.057,0.06,12.656_{ -0.057 }^{+0.060},12.292,0.021,0.021,12.292_{ -0.021 }^{+0.021},13.7,0.24,0.25,13.70_{ -0.24 }^{+0.25},1.118,0.038,0.065,1.118_{ -0.038 }^{+0.065},1.36,0.12,0.15,1.36_{ -0.12 }^{+0.15},6199.0,62.0,65.0,6199_{ -62 }^{+65},14.0,0.32,0.33,14.00_{ -0.32 }^{+0.33},12.263,0.025,0.025,12.263_{ -0.025 }^{+0.025},12.262,0.029,0.028,12.262_{ -0.029 }^{+0.028},12.347,0.056,0.059,12.347_{ -0.056 }^{+0.059},4.41,0.66,0.54,4.41_{ -0.66 }^{+0.54},872.0,79.0,98.0,872_{ -79 }^{+98},-0.114,0.044,0.043,-0.114_{ -0.044 }^{+0.043},14.32,0.38,0.39,14.32_{ -0.38 }^{+0.39},13.61,0.19,0.2,13.61_{ -0.19 }^{+0.20},-14.0,1.9,1.2,-14.0_{ -1.9 }^{+1.2},9.644,0.07,0.05,9.644_{ -0.070 }^{+0.050},4.22,0.07,0.072,4.220_{ -0.070 }^{+0.072},1.15,0.12,0.11,1.15_{ -0.12 }^{+0.11},13.78,0.26,0.27,13.78_{ -0.26 }^{+0.27},13.55,0.13,0.13,13.55_{ -0.13 }^{+0.13},15.3516217251,14.3850667792,1.41772628705,1103.61745814,225.336707027,1458.21272846,74.349711897,$14.4 \pm 1.4$,$1104 \pm 230$,$1458 \pm 74$
7,962,10874614,K00017.01,Kepler-6 b,CONFIRMED,CANDIDATE,0,0,0,0,3.234699312,1.13e-07,-1.13e-07,121.4865705,2.77e-05,-2.77e-05,0.0008,0.0181,-0.0008,3.60111,0.00091,-0.00091,10814.0,4.0,-4.0,13.41,0.97,-1.03,1355.0,,,797.62,185.14,-169.15,3344.9,1.0,q1_q17_dr24_tce,5640.0,99.0,-110.0,4.236,0.049,-0.047,1.291,0.093,-0.099,296.83725,48.239944,13.303,17.01,17,17,0,5686.59,1,60.0,0.020514,Solar,4.438,1.70427140976,0.0290882,0.0280963,1,0.356582233879,4.22977068198,0.0,0.344439,0.0,5660.97470806,1.53249716191,CP,5780,5732.22986362,5696.60228584,0.0,13.3030004501,0.0,0.335302406312,1,1.53249716191,0.04,0.157536,4.28613986055,0.07,4.17340150341,0.435894,rj72.483,B5,1,0,K00017,0.345942320095,4.16658,1,-4362,20.5648,4.55695,7,1,K00017,17,,0,11.634,5696.60228584,60,60,4.22977068198,0.07,0.07,0.345942320095,0.04,0.04,1.53249716191,1,1,,,,0.47,0.34,0.38,0.47_{ -0.34 }^{+0.38},14.52,0.41,0.46,14.52_{ -0.41 }^{+0.46},11.703,0.027,0.028,11.703_{ -0.027 }^{+0.028},12.063,0.056,0.06,12.063_{ -0.056 }^{+0.060},11.633,0.021,0.023,11.633_{ -0.021 }^{+0.023},13.26,0.24,0.26,13.26_{ -0.24 }^{+0.26},1.099,0.044,0.064,1.099_{ -0.044 }^{+0.064},1.33,0.12,0.13,1.33_{ -0.12 }^{+0.13},5693.0,58.0,60.0,5693_{ -58 }^{+60},13.62,0.31,0.34,13.62_{ -0.31 }^{+0.34},11.596,0.025,0.026,11.596_{ -0.025 }^{+0.026},11.626,0.028,0.028,11.626_{ -0.028 }^{+0.028},11.674,0.055,0.059,11.674_{ -0.055 }^{+0.059},6.3,1.2,1.6,6.3_{ -1.2 }^{+1.6},601.0,53.0,61.0,601_{ -53 }^{+61},0.323,0.039,0.039,0.323_{ -0.039 }^{+0.039},14.05,0.37,0.41,14.05_{ -0.37 }^{+0.41},13.11,0.18,0.2,13.11_{ -0.18 }^{+0.20},-16.02,1.67,0.97,-16.02_{ -1.67 }^{+0.97},9.8,0.09,0.1,9.800_{ -0.090 }^{+0.100},4.232,0.065,0.07,4.232_{ -0.065 }^{+0.070},1.66,0.15,0.16,1.66_{ -0.15 }^{+0.16},13.33,0.25,0.28,13.33_{ -0.25 }^{+0.28},13.02,0.12,0.14,13.02_{ -0.12 }^{+0.14},14.6663167213,15.118763817,1.41789597,858.754673343,168.225097045,1369.56775568,67.1501882766,$15.1 \pm 1.4$,$859 \pm 170$,$1370 \pm 67$
